Chl_a(mg/L),SST(øC),salinity(ppt),Wind_Speed_Era5(m/s),Wind_direction_ERA5(degree of north),TP(mm),STD:200KM,STD:100KM,STD_SST_12months,STD_SST_6months(øC),salinty_STD_6months,Status_TR10,delta(200-100),Next_Month_CHL,Next_month_Status
2.44185,23.785,17099.42105,2.637867851,45.60274881,0.00001,0.4821,0.4029,3.49175507,2.885909254,297.454637,NON_BLOOM,0.0792,0.7665,NON_BLOOM
0.7665,24.95,16824.22222,2.816328712,44.10731133,0.00143,0.6672,0.5337,3.49175507,1.774248667,269.557322,NON_BLOOM,0.1335,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.33962,
0.33962,30.945,17618.48276,5.036304549,119.8849215,0.00001,0.989,0.7729,3.210597578,2.891659942,259.1083198,NON_BLOOM,0.2161,0.43501,NON_BLOOM
0.43501,30.525,17647.82759,3.031637517,86.92544195,0,0.7413,0.5442,3.090313495,2.276546483,320.9148573,NON_BLOOM,0.1971,0.62496,NON_BLOOM
0.62496,29.77,17667.5,2.168921656,31.95947927,0,0.5993,0.4894,3.001908768,1.300323678,299.3302626,NON_BLOOM,0.1099,0.95639,NON_BLOOM
0.95639,27.365,17449.92857,0.890198755,149.872567,0.00202,0.7336,0.4921,2.988799549,1.219937669,209.0746285,NON_BLOOM,0.2415,3.36187,NON_BLOOM
3.36187,24.955,17313.86667,1.135511527,-102.7300548,0.00007,0.3246,0.2497,3.012851956,2.183231073,170.3992728,NON_BLOOM,0.0749,2.18851,NON_BLOOM
2.18851,22.755,17240.83333,1.433531749,-126.518138,0.00215,0.7131,0.7616,3.09312533,3.024720947,167.150585,NON_BLOOM,-0.0485,1.31344,NON_BLOOM
1.31344,22.095,16929.81481,0.717564679,-140.7146207,0.00104,0.6872,0.6254,3.195989104,3.242044644,253.4867688,NON_BLOOM,0.0618,2.89139,NON_BLOOM
2.89139,22.885,16799.33333,1.310126414,96.72693241,0.00215,0.6049,0.5492,3.282896412,2.777748514,295.0805762,NON_BLOOM,0.0557,1.07591,NON_BLOOM
1.07591,25.98,16668.53571,2.156649925,54.42043484,0.00005,0.8605,0.79,3.240020871,1.909961642,284.9077219,NON_BLOOM,0.0705,0.43322,NON_BLOOM
0.43322,29.02,16774.6,3.09862201,48.36357576,0,0.7808,0.7262,3.281560303,2.386969836,241.5080448,NON_BLOOM,0.0546,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.53683,
0.53683,31.29,17727.68966,3.444190923,105.1492858,0,0.7714,0.5663,3.432888397,1.939756571,440.5701915,NON_BLOOM,0.2051,0.63587,NON_BLOOM
0.63587,30.265,17795.6,1.95903323,101.0239875,0.00001,0.495,0.328,3.463599906,0.854647832,416.5656273,NON_BLOOM,0.167,1.19724,NON_BLOOM
1.19724,27.08,17322.41379,0.143190068,-121.6673662,0.00008,0.6585,0.5569,3.465220928,1.508805865,323.2963106,NON_BLOOM,0.1016,2.81106,NON_BLOOM
2.81106,24.73,16994.7,0.6975472,-41.65220905,0.00004,0.6308,0.6088,3.479235029,2.558677094,292.9600514,NON_BLOOM,0.022,1.8821,NON_BLOOM
1.8821,23.575,16997.72414,1.328572571,27.68422413,0.00041,0.6979,0.6372,3.393781282,3.101813202,345.2639465,NON_BLOOM,0.0607,5.88528,NON_BLOOM
5.88528,23.08,16994.88889,1.857473494,64.57407476,0.00017,0.5374,0.4571,3.271863718,3.179812626,343.1545024,NON_BLOOM,0.0803,2.0724,NON_BLOOM
2.0724,23.55,17036.89286,0.745528884,67.58630985,0.00151,0.6171,0.5133,3.196662213,2.551883291,294.6484322,NON_BLOOM,0.1038,1.18596,NON_BLOOM
1.18596,25.72,17000.34483,3.450543515,34.0997698,0,0.9009,0.7749,3.208659183,1.407254271,119.2386875,NON_BLOOM,0.126,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.84315,
0.84315,32.38,17794.93333,2.921370824,99.17393972,0,0.3877,0.4539,3.275494529,3.096816129,292.4383511,NON_BLOOM,-0.0662,0.90467,NON_BLOOM
0.90467,32.265,17955.71429,2.17881318,98.71319631,0.00001,0.3864,0.375,3.376382022,2.372972234,392.0284022,NON_BLOOM,0.0114,0.67197,NON_BLOOM
0.67197,31.065,17840.4,2.11574447,97.74737189,0.00002,0.3671,0.3055,3.434006407,1.406884116,392.0504028,NON_BLOOM,0.0616,0.88944,NON_BLOOM
0.88944,28.515,17184.31034,1.136265269,167.9900897,0.00183,0.3505,0.353,3.433404201,1.351430312,346.0961946,NON_BLOOM,-0.0025,1.18142,NON_BLOOM
1.18142,25.745,16988.1,1.525930658,-105.8971972,0.00028,0.5367,0.6396,3.36674969,2.374051858,365.4946042,NON_BLOOM,-0.1029,2.482,NON_BLOOM
2.482,23.665,17086,1.799592003,10.2048168,0.00098,0.7577,0.6683,3.357061173,3.307040994,395.7806124,NON_BLOOM,0.0894,2.25662,NON_BLOOM
2.25662,23.38,17076.14286,2.230260099,20.6574245,0.00002,0.7631,0.5391,3.321505892,3.444418694,389.5175677,NON_BLOOM,0.224,1.85749,NON_BLOOM
1.85749,23.84,16959.93333,2.197187802,60.67043066,0.00122,0.4541,0.3708,3.29000686,2.858302235,300.1449384,NON_BLOOM,0.0833,1.67112,NON_BLOOM
1.67112,25.005,16781.75862,3.703261717,35.63868831,0.00002,0.6797,0.633,3.337182023,1.76346014,126.2084242,NON_BLOOM,0.0467,0.42863,NON_BLOOM
0.42863,27.52,16738.7,3.427273689,38.2303549,0,1.0255,1.0402,3.337131456,1.44560661,134.2319086,NON_BLOOM,-0.0147,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.2846,
0.2846,32.79,17620.7,2.242324346,109.1988621,0,0.4463,0.4987,3.415816663,3.309287961,318.7309849,NON_BLOOM,-0.0524,0.59287,NON_BLOOM
0.59287,31.025,17734.62963,4.226131593,106.3673712,0,0.9013,0.5475,3.300503013,2.656786384,385.3363661,NON_BLOOM,0.3538,0.66434,NON_BLOOM
0.66434,30.49,17793.53571,2.253412331,43.25308699,0.00001,0.593,0.442,3.257310661,1.652942872,373.3752734,NON_BLOOM,0.151,1.10232,NON_BLOOM
1.10232,27.56,17573,1.376915965,-144.617583,0.00001,0.6506,0.3778,3.250477743,1.640659801,229.1076305,NON_BLOOM,0.2728,3.5366,NON_BLOOM
3.5366,24.73,17584.27586,1.821823591,27.74150546,0.00002,0.6667,0.5739,3.313325447,2.752208835,127.4287328,NON_BLOOM,0.0928,1.2437,NON_BLOOM
1.2437,22.925,17413.37931,1.35466471,62.17951976,0.00268,0.5639,0.4866,3.392555857,3.52495587,122.0876538,NON_BLOOM,0.0773,1.72876,NON_BLOOM
1.72876,22.52,16986.39623,0.780949038,10.82130087,0.00246,0.7676,0.5987,3.488093712,3.397617629,265.7465472,NON_BLOOM,0.1689,6.96885,NON_BLOOM
6.96885,23.53,16852.41379,1.185256163,22.4876384,0.0024,0.7454,0.5252,3.516142808,2.853950113,337.4874284,NON_BLOOM,0.2202,1.39926,NON_BLOOM
1.39926,25.82,16748.5283,2.296378311,37.38670695,0,1.0065,0.8492,3.475420538,1.755924298,342.1264422,NON_BLOOM,0.1573,0.55279,NON_BLOOM
0.55279,29.34,16813.01887,2.937427454,30.54265616,0,0.8525,0.8655,3.510662825,2.308791922,317.8115638,NON_BLOOM,-0.013,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,1.12634,
1.12634,32.485,17590.68627,3.330916399,112.2906042,0,0.6703,0.6319,3.678604714,3.459674439,288.7846928,NON_BLOOM,0.0384,0.55396,NON_BLOOM
0.55396,32.37,17535,1.692654799,107.3803973,0,0.4388,0.3995,3.791653182,2.468938706,328.2942686,NON_BLOOM,0.0393,0.88141,NON_BLOOM
0.88141,30.405,17570.36585,1.547294467,68.30533987,0,0.5962,0.3813,3.787045811,1.260044367,305.6171805,NON_BLOOM,0.2149,3.50999,NON_BLOOM
3.50999,27.215,17604.17857,0.854235739,80.36135014,0.00006,0.6153,0.4502,3.791425885,1.924924241,238.908302,NON_BLOOM,0.1651,4.502,NON_BLOOM
4.502,24.155,17512.8,1.565744994,-134.7613318,0.0007,0.789,0.7621,3.835203982,3.215642,141.9669551,NON_BLOOM,0.0269,1.78283,NON_BLOOM
1.78283,22.965,17383,2.702380212,8.46305894,0.00007,0.6255,0.6006,3.830891342,3.771021542,73.82602969,NON_BLOOM,0.0249,2.28116,NON_BLOOM
2.28116,22.58,16535.2963,1.477574374,36.59774895,0.00029,0.6375,0.5091,3.823891361,3.730492595,373.8209336,NON_BLOOM,0.1284,1.31312,NON_BLOOM
1.31312,23.985,16569.40741,2.703531797,40.82325251,0.00001,0.8475,0.5826,3.782293795,2.756153343,460.2966958,NON_BLOOM,0.2649,2.98563,NON_BLOOM
2.98563,26.085,16674.21429,3.177946468,45.82999532,0.00001,0.8742,0.7268,3.770555791,1.648751422,459.930529,NON_BLOOM,0.1474,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.71818,
0.71818,31.125,17457.48018,0.964612114,78.87112752,0.00011,0.559,0.3331,3.391197142,1.139731023,308.2176417,NON_BLOOM,0.2259,2.8384,NON_BLOOM
2.8384,26.82,17269.72596,0.032543689,-89.13140032,0.00129,0.5985,0.4477,3.39647701,1.675892175,211.028904,NON_BLOOM,0.1508,4.30637,NON_BLOOM
4.30637,25.33,16773.71667,0.91359651,22.46130651,0.00004,0.5909,0.4656,3.313240693,2.528874915,307.7617785,NON_BLOOM,0.1253,2.13431,NON_BLOOM
2.13431,23.91,16686.8159,2.247751655,42.95908357,0.00003,0.5585,0.5304,3.210754363,3.1287361,391.9546196,NON_BLOOM,0.0281,0.99267,NON_BLOOM
0.99267,22.985,16757.28704,0.958520325,65.25516235,0.00307,0.6263,0.6546,3.158224602,3.174104533,326.3113482,NON_BLOOM,-0.0283,0.97791,NON_BLOOM
0.97791,22.6,16753.92917,1.764147103,27.050861,0.00151,0.5777,0.5298,3.315320157,2.905925938,298.7988119,NON_BLOOM,0.0479,2.89223,NON_BLOOM
2.89223,24.75,16732.56897,2.277327667,38.20616943,0.00155,1.2123,1.124,3.38726588,1.433301598,198.9929905,NON_BLOOM,0.0883,1.98822,NON_BLOOM
1.98822,27.675,16899.4728,2.487188296,47.07144661,0,1.104,1.1039,3.378544101,1.686956497,65.15852122,NON_BLOOM,1.00E-04,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.4018,
0.4018,31.76,17056.08333,3.312150018,110.9224986,0,0.8402,0.643,3.526477133,3.687960612,120.4620888,NON_BLOOM,0.1972,0.55963,NON_BLOOM
0.55963,31.735,17277.89655,3.111246508,108.1755902,0,0.7442,0.6106,3.599217122,2.750104038,164.28397,NON_BLOOM,0.1336,0.81907,NON_BLOOM
0.81907,31.225,17407.42083,2.37739398,103.6069128,0.00007,0.5063,0.3374,3.607275057,1.498492066,180.9791555,NON_BLOOM,0.1689,0.77649,NON_BLOOM
0.77649,28.19,16877.53017,2.041495768,-149.2536248,0.00105,0.3836,0.4012,3.59944662,1.3088534,185.1795692,NON_BLOOM,-0.0176,0.70785,NON_BLOOM
0.70785,25.69,17028.43333,1.216296852,-147.5363761,0.00626,0.8762,0.8454,3.580106978,2.350132384,181.8093043,NON_BLOOM,0.0308,0.97678,NON_BLOOM
0.97678,24.08,17087.87083,0.689136187,-51.81642533,0.00628,1.0282,0.9973,3.56483481,3.043480738,173.1074172,NON_BLOOM,0.0309,1.08887,NON_BLOOM
1.08887,23.16,16918.23214,1.418167915,55.93534286,0.00027,0.7769,0.6619,3.545193024,3.315468376,188.836302,NON_BLOOM,0.115,2.47732,NON_BLOOM
2.47732,23.74,16737.88333,1.289343558,76.50277808,0.00184,0.3946,0.2578,3.415664563,2.859231273,209.9058901,NON_BLOOM,0.1368,4.7931,NON_BLOOM
4.7931,26.025,16746.71121,1.503860695,53.32142243,0.00059,1.0148,0.9026,3.332896534,1.702541605,130.6428241,NON_BLOOM,0.1122,0.75289,NON_BLOOM
0.75289,29.275,16857.27083,2.742061965,37.56967961,0.00001,0.8497,0.918,3.346437471,2.040226022,131.4250218,NON_BLOOM,-0.0683,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.95615,
0.95615,32.75,17184.69397,0.893183532,84.44015234,0,0.4579,0.3942,3.616170929,2.489319965,147.2252847,NON_BLOOM,0.0637,0.76793,NON_BLOOM
0.76793,30.47,17624.77215,0.958351806,-140.8181981,0,0.603,0.5512,3.573506292,1.328412011,245.7438311,NON_BLOOM,0.0518,0.74584,NON_BLOOM
0.74584,28.01,17304.90948,1.310881793,132.8152312,0.00023,0.5729,0.4178,3.57464295,1.723708857,219.1513286,NON_BLOOM,0.1551,0.99369,NON_BLOOM
0.99369,25.69,16928.4375,1.978154102,-137.0984943,0.00026,0.5133,0.4746,3.57464295,2.715240551,223.3444918,NON_BLOOM,0.0387,1.34737,NON_BLOOM
1.34737,23.44,16989.45833,1.418779999,-96.26484744,0,0.9346,0.9573,3.64228637,3.517389835,230.9984611,NON_BLOOM,-0.0227,2.92626,NON_BLOOM
2.92626,23.37,16935.41204,1.886679241,36.00204464,0.00003,0.5078,0.3919,3.617923265,3.492641869,248.5817332,NON_BLOOM,0.1159,1.42168,NON_BLOOM
1.42168,24.11,16766.25,3.038244151,41.95734808,0,0.5225,0.4939,3.580074099,2.614755672,287.8297185,NON_BLOOM,0.0286,1.0288,NON_BLOOM
1.0288,26.405,16773.35776,2.84458804,39.9685518,0,0.8673,0.7395,3.560924505,1.693995318,179.425568,NON_BLOOM,0.1278,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,1.19563,
1.19563,31.935,17356.44397,2.565885626,83.08860922,0.00001,0.5535,0.4835,3.374511359,2.147759977,191.1653147,NON_BLOOM,0.07,0.88441,NON_BLOOM
0.88441,30.895,17701.62083,1.679192893,114.5261953,0.00014,0.8419,0.3567,3.399991013,1.059785421,303.8307177,NON_BLOOM,0.4852,1.44791,NON_BLOOM
1.44791,28.14,17274.26293,1.203161041,176.977284,0.00019,0.6207,0.4015,3.399373615,1.473395785,276.1669654,NON_BLOOM,0.2192,0.8477,NON_BLOOM
0.8477,25.92,16872.77917,0.712605738,40.91516637,0.00116,0.6166,0.5869,3.385368846,2.444706441,280.871196,NON_BLOOM,0.0297,1.98698,NON_BLOOM
1.98698,24.03,16962.8875,1.144895905,15.22444292,0.0066,0.7882,0.7948,3.318142364,3.17734253,277.4973191,NON_BLOOM,-0.0066,8.42528,NON_BLOOM
8.42528,23.505,16916.99074,1.891545839,22.45022437,0.00014,0.5812,0.5354,3.301451149,3.215770277,295.1831278,NON_BLOOM,0.0458,1.88472,NON_BLOOM
1.88472,24.84,16738.0375,2.581654146,41.18464753,0,0.608,0.5236,3.228616485,2.57240916,322.5643879,NON_BLOOM,0.0844,1.02981,NON_BLOOM
1.02981,28.01,16787.46552,3.040310872,38.81967892,0,0.895,0.886,3.175402424,1.810829498,173.2440249,NON_BLOOM,0.009,0.39986,NON_BLOOM
0.39986,27.64,16856.37083,3.145387557,33.81080558,0,0.8827,0.8686,3.173059665,1.707033855,75.31960044,NON_BLOOM,0.0141,0.42763,NON_BLOOM
0.42763,30.055,16953.46983,2.753896575,96.00766793,0,0.6373,0.5765,3.112275064,2.377084465,83.87631858,NON_BLOOM,0.0608,0.20616,NON_BLOOM
0.20616,31.37,17032.675,5.421288082,114.1967403,0.00142,0.9648,0.7792,3.0403713,2.732241144,99.45344232,NON_BLOOM,0.1856,0.18638,NON_BLOOM
0.18638,31.25,17023.275,3.382269209,121.4715053,0,0.6966,0.6529,2.889985943,2.302589876,112.8754002,NON_BLOOM,0.0437,0.22595,NON_BLOOM
0.22595,31.04,17130.78879,3.452047855,105.3406764,0.00001,0.5528,0.439,2.801071565,1.526789706,114.6789926,NON_BLOOM,0.1138,0.33719,NON_BLOOM
0.33719,30.67,17402.30833,1.649652699,75.27644809,0,0.4813,0.2991,2.782710634,1.281866315,171.6794015,NON_BLOOM,0.1822,0.99783,NON_BLOOM
0.99783,28.545,17269.82759,1.125277348,71.79330038,0.00013,0.4981,0.4061,2.786182767,0.971179123,155.753612,NON_BLOOM,0.092,1.01408,NON_BLOOM
1.01408,26.775,17051.425,1.631348887,-145.9627708,0.00117,0.6866,0.6607,2.740778352,1.706220645,140.1849654,NON_BLOOM,0.0259,0.9265,NON_BLOOM
0.9265,24.125,17117.77917,3.87335573,-139.2982024,0.00286,1.2175,1.2939,2.728995128,2.598469769,131.4563749,NON_BLOOM,-0.0764,3.0543,NON_BLOOM
3.0543,22.955,16772.41667,1.989535274,50.0225816,0.00015,0.8051,0.6687,2.810072008,3.058152583,194.8007191,NON_BLOOM,0.1364,1.3219,NON_BLOOM
1.3219,24.65,16663.89167,2.445658354,52.37160092,0.00023,0.5562,0.4795,2.828903246,2.677176166,259.1943486,NON_BLOOM,0.0767,1.14635,NON_BLOOM
1.14635,25.445,16746.88362,3.823903289,40.81280257,0,0.9685,0.8306,2.922268192,1.823381512,221.4981018,NON_BLOOM,0.1379,1.78823,NON_BLOOM
1.78823,29.795,16840.6,3.087188094,38.14216925,0,1.1167,0.9593,2.968063429,2.201261791,164.424839,NON_BLOOM,0.1574,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,1.24792,
1.24792,23.325,17026.9,0.957680775,95.87488067,0.00048,0.5649,0.606,,,,NON_BLOOM,-0.0411,5.67044,NON_BLOOM
5.67044,22.9,17010.17857,8.137240026,-74.00080969,0,0.4226,0.3648,,,,NON_BLOOM,0.0578,3.64119,NON_BLOOM
3.64119,24.345,16871.8,2.931100569,32.17722775,0,0.5403,0.4724,,,,NON_BLOOM,0.0679,1.79371,NON_BLOOM
1.79371,25.05,16913.7931,4.049261473,20.20209379,0,0.8536,0.7263,,,,NON_BLOOM,0.1273,0.7005,NON_BLOOM
0.7005,27.64,16976.6,3.53772378,49.13707338,0,0.7689,0.7453,,,,NON_BLOOM,0.0236,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.44871,
0.44871,30.18,17662.48276,4.103459272,100.3348537,0,0.7531,0.4512,,2.234926204,250.4977854,NON_BLOOM,0.3019,0.71216,NON_BLOOM
0.71216,29.975,17870.1,3.040111273,93.86633768,0,0.587,0.3441,,1.219227898,316.7425837,NON_BLOOM,0.2429,1.28878,NON_BLOOM
1.28878,28.255,17584.93103,1.826625705,51.58676862,0.00015,0.4471,0.2629,,1.021248215,274.3082725,NON_BLOOM,0.1842,0.9935,NON_BLOOM
0.9935,25.365,17376.63333,1.243880387,105.1147021,0.00269,0.523,0.4902,2.998649233,2.068035333,218.53319,NON_BLOOM,0.0328,1.61561,NON_BLOOM
1.61561,23.015,17177.83333,0.543034436,-73.66234237,0.00178,0.9289,0.9417,3.035329357,2.891098047,235.6264199,NON_BLOOM,-0.0128,6.94369,NON_BLOOM
6.94369,22.195,17090.33333,1.07640171,-61.12003941,0.00281,0.8258,0.7403,3.128056811,3.179740228,273.2549548,NON_BLOOM,0.0855,1.61496,NON_BLOOM
1.61496,23.185,16895.06667,2.230355327,12.76776091,0.00041,0.5849,0.5155,3.236463771,2.884479541,323.6761061,NON_BLOOM,0.0694,3.35153,NON_BLOOM
3.35153,25.32,16871.89655,2.324512096,48.51813072,0,0.7748,0.6515,3.22174995,2.030985838,253.5207796,NON_BLOOM,0.1233,1.18848,NON_BLOOM
1.18848,28.14,16933.63333,1.686563411,72.20895316,0,0.8043,0.7093,3.229000399,1.996231171,179.6201436,NON_BLOOM,0.095,0.2729,NON_BLOOM
0.2729,31.01,17025.72414,2.052539653,82.64797077,0,0.7121,0.622,3.308833715,3.157439297,109.7478203,NON_BLOOM,0.0901,1.26637,NON_BLOOM
1.26637,32.42,17330.26667,2.15482329,100.6311605,0,0.5496,0.5907,3.415601536,3.812448907,156.0589264,NON_BLOOM,-0.0411,1.20416,NON_BLOOM
1.20416,32.58,17709.63333,3.403772742,96.61192588,0,0.4613,0.432,3.565862643,3.567156216,302.0193918,NON_BLOOM,0.0293,0.92022,NON_BLOOM
0.92022,31.855,17884.58621,3.441936378,93.30798601,0,0.549,0.4673,3.693197646,2.647115437,387.9120239,NON_BLOOM,0.0817,0.67661,NON_BLOOM
0.67661,30.185,17939.73333,2.958320446,81.72224001,0,0.5112,0.3319,3.704056405,1.531977662,398.8627117,NON_BLOOM,0.1793,2.72407,NON_BLOOM
2.72407,27.595,17871.10345,1.639840173,83.55057838,0.00001,0.5907,0.4197,3.701698442,1.706906111,336.687475,NON_BLOOM,0.171,1.97558,NON_BLOOM
1.97558,25.66,17527.96667,0.559055116,89.1895655,0.00042,0.5414,0.4159,3.6868021,2.60106295,218.5344896,NON_BLOOM,0.1255,1.71412,NON_BLOOM
1.71412,23.48,17213.73333,0.824609791,16.78086081,0.00011,0.9805,1.0307,3.63882276,3.28647914,253.8016244,NON_BLOOM,-0.0502,3.0441,NON_BLOOM
3.0441,23.48,17022.37037,1.098924955,21.29267181,0.00026,0.6017,0.447,3.488024652,3.178963078,354.6504152,NON_BLOOM,0.1547,3.94831,NON_BLOOM
3.94831,23.1,16851.86667,2.275305472,23.18783496,0.00079,0.5212,0.3517,3.49768403,2.589819277,409.7267554,NON_BLOOM,0.1695,1.78783,NON_BLOOM
1.78783,25.595,16777.41379,2.838411972,33.608126,0,0.7622,0.7859,3.481554969,1.6101984,384.8736568,NON_BLOOM,-0.0237,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.6184,
0.6184,31.57,17744.06667,3.483242189,119.1357471,0,0.5765,0.5667,3.295267334,3.223315344,361.8820478,NON_BLOOM,0.0098,0.82675,NON_BLOOM
0.82675,31.79,18095.58621,3.672723611,98.07948254,0,0.6051,0.4224,3.28868396,2.220257899,482.5988039,NON_BLOOM,0.1827,1.24763,NON_BLOOM
1.24763,30.775,18190.13333,3.029614622,77.00957104,0,0.5026,0.4819,3.32786935,0.978147697,499.1829366,NON_BLOOM,0.0207,1.25437,NON_BLOOM
1.25437,27.835,18075.06897,2.263786647,48.70362291,0.00038,0.5593,0.4408,3.326890101,1.343753036,414.5903566,NON_BLOOM,0.1185,1.75675,NON_BLOOM
1.75675,23.96,17311.03333,0.990664509,125.240512,0.00196,0.9063,0.9714,3.452564943,2.839543317,330.1044966,NON_BLOOM,-0.0651,1.51103,NON_BLOOM
1.51103,22.58,17047.06667,1.633189948,-89.24403253,0.00082,0.9257,0.7975,3.552747836,3.662683443,429.2300277,NON_BLOOM,0.1282,3.10087,NON_BLOOM
3.10087,22.29,16892.37037,2.421315988,-27.21207895,0.00051,0.6108,0.4772,3.682588231,3.820454452,533.7772839,NON_BLOOM,0.1336,2.9873,NON_BLOOM
2.9873,23.145,16885.36667,1.903633777,31.83754075,0.00008,0.5178,0.3632,3.678052493,3.137247666,537.7485358,NON_BLOOM,0.1546,2.16405,NON_BLOOM
2.16405,25.07,16820.2069,2.847523424,56.27312525,0.00001,0.7038,0.6396,3.704382235,1.888393644,434.8528134,NON_BLOOM,0.0642,0.32245,NON_BLOOM
0.32245,28.895,16843.1,1.926504898,49.83281249,0,0.8675,0.742,3.705440257,2.241717472,170.2455354,NON_BLOOM,0.1255,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,1.07198,
1.07198,32.09,17831.68966,3.4945036,98.85836028,0,0.4467,0.3213,3.800078307,2.530845407,402.1050081,NON_BLOOM,0.1254,0.77385,NON_BLOOM
0.77385,29.63,17944.26667,2.121574578,102.0545603,0,0.5272,0.3904,3.733217702,1.269190742,442.0693432,NON_BLOOM,0.1368,1.42672,NON_BLOOM
1.42672,27.465,17933.31034,2.449189991,18.01304564,0.00006,0.4964,0.429,3.731978619,1.686128249,404.0532784,NON_BLOOM,0.0674,1.26631,NON_BLOOM
1.26631,25.42,17655.36667,1.143321994,77.70012009,0.00019,0.4792,0.4035,3.637697947,2.576088767,265.1347882,NON_BLOOM,0.0757,1.06725,NON_BLOOM
1.06725,22.65,17150.56667,0.778964669,-172.0822893,0.00474,0.9008,0.9299,3.629680575,3.460337672,270.1807473,NON_BLOOM,-0.0291,5.14642,NON_BLOOM
5.14642,21.87,16977.89286,1.967688871,-76.29417884,0.00003,1.0346,0.9477,3.682472255,3.637751614,381.5459016,NON_BLOOM,0.0869,2.86828,NON_BLOOM
2.86828,22.81,16766.76667,2.176634053,-3.759283458,0,0.5851,0.4464,3.717073128,2.822558557,463.1597795,NON_BLOOM,0.1387,0.9136,NON_BLOOM
0.9136,25.28,16839.41379,2.53457102,23.27488256,0,0.7916,0.7248,3.705837362,1.960613035,430.5146379,NON_BLOOM,0.0668,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.46184,
0.46184,30.475,17505.7931,2.524761538,77.409765,0,0.3891,0.4296,3.299129383,2.094633354,221.1840583,NON_BLOOM,-0.0405,8.15983,NON_BLOOM
8.15983,29.595,17655.16667,2.057890919,59.5076589,0,0.5891,0.4755,3.296944819,1.08268859,250.8321008,NON_BLOOM,0.1136,3.90452,NON_BLOOM
3.90452,26.42,17508.68966,1.161922751,-153.2100438,0.00032,0.8295,0.808,3.301030852,1.656518479,207.8829233,NON_BLOOM,0.0215,2.94515,NON_BLOOM
2.94515,24.425,17289.63333,1.374919036,-12.58895131,0.00036,0.6378,0.6081,3.353112257,2.589530872,172.0066643,NON_BLOOM,0.0297,7.62312,NON_BLOOM
7.62312,22.855,17107.86667,1.615801093,12.07773814,0.00134,0.7919,0.7009,3.331507703,3.038687239,183.408557,NON_BLOOM,0.091,10.98694,BLOOM
10.98694,22.64,16924.59259,1.967996085,60.54709115,0.00002,0.7744,0.5689,3.238430985,3.075691882,252.9398616,BLOOM,0.2055,5.31757,NON_BLOOM
5.31757,23.7,16871.06667,2.627024177,41.18675631,0.00222,0.5872,0.4625,3.14939685,2.425540175,288.3649536,NON_BLOOM,0.1247,4.57617,NON_BLOOM
4.57617,24.62,16780.24138,2.11339124,45.54469636,0.00019,0.7406,0.6096,3.186700962,1.264874829,253.6916135,NON_BLOOM,0.131,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.50267,
0.50267,31.445,17878.03448,2.854000833,86.76179284,0.00001,0.4378,0.4207,3.382251982,2.429806948,391.0987286,NON_BLOOM,0.0171,0.46456,NON_BLOOM
0.46456,30.06,18246.73333,2.04287692,40.24213472,0,0.4097,0.4125,3.410932459,0.945848018,501.8555143,NON_BLOOM,-0.0028,1.426,NON_BLOOM
1.426,27.795,17810.34483,1.506344783,72.00029258,0.00031,0.4684,0.4149,3.40142219,1.271927671,456.6318153,NON_BLOOM,0.0535,1.3694,NON_BLOOM
1.3694,24.81,17303.7,0.572331537,-77.64610004,0.00216,0.6044,0.5308,3.374470612,2.433377996,392.5648873,NON_BLOOM,0.0736,3.19671,NON_BLOOM
3.19671,23.59,17176.3,1.739846265,22.40871305,0.00032,0.6018,0.5171,3.295725662,3.027281509,362.2994231,NON_BLOOM,0.0847,1.76383,NON_BLOOM
1.76383,23.195,17021.44444,1.291330083,96.84818774,0.00188,0.5446,0.4216,3.229862264,3.174176293,435.3928822,NON_BLOOM,0.123,1.68547,NON_BLOOM
